Participant,Age,NineEnd,EndDigit,Happy,Married,Children,Gender,LiveParents,Employed,Meaning
445,51,0,1,2,1,2,2,2,1,3
448,38,0,8,2,1,1,1,2,1,3
449,54,0,4,2,1,1,1,2,3,1
450,47,0,7,2,6,0,1,2,1,4
453,60,0,0,1,1,3,1,2,1,1
454,60,0,0,3,1,2,2,2,1,2
456,60,0,0,1,1,1,1,2,3,1
457,59,9,9,2,2,0,2,2,3,4
458,50,0,0,1,4,1,1,2,1,2
459,50,0,0,1,1,2,1,2,3,3
461,53,0,3,2,3,2,2,2,1,4
465,60,0,0,1,2,3,2,2,3,2
466,64,0,4,1,1,2,2,2,1,3
467,56,0,6,2,1,1,1,2,3,2
468,40,0,0,2,2,1,1,2,3,4
470,31,0,1,2,2,0,1,2,1,2
471,47,0,7,1,1,1,1,2,1,3
472,42,0,2,2,1,2,1,2,1,3
474,60,0,0,1,2,3,1,2,1,2
475,45,0,5,2,2,1,1,2,1,3
476,27,0,7,2,2,0,1,2,1,3
478,26,0,6,1,6,0,1,2,1,3
479,25,0,5,2,6,0,1,2,1,3
480,43,0,3,2,1,2,2,2,1,3
481,33,0,3,1,1,0,1,2,1,3
482,40,0,0,2,1,2,1,2,1,3
483,28,0,8,1,2,0,1,2,1,2
484,45,0,5,2,3,0,2,2,1,4
485,44,0,4,2,2,1,1,2,1,3
486,45,0,5,2,1,4,1,2,1,3
487,51,0,1,2,1,2,2,2,1,4
488,28,0,8,2,2,0,1,2,1,3
489,52,0,2,1,1,0,1,2,3,3
490,59,9,9,2,1,2,1,2,3,1
491,57,0,7,2,1,4,1,2,1,4
493,37,0,7,1,2,0,1,2,1,3
495,32,0,2,2,1,0,2,2,1,3
496,36,0,6,2,6,0,1,2,1,1
497,49,9,9,2,1,2,1,2,3,3
499,43,0,3,2,6,0,1,2,1,3
500,43,0,3,2,1,1,2,2,1,3
501,36,0,6,1,1,1,1,2,1,3
502,51,0,1,2,1,3,2,2,1,3
503,46,0,6,2,1,1,1,2,1,2
504,26,0,6,1,1,1,2,2,3,3
505,52,0,2,1,1,2,1,2,1,3
506,50,0,0,2,1,3,2,2,2,1
507,64,0,4,2,1,2,2,2,5,3
508,61,0,1,2,5,1,2,2,1,2
509,53,0,3,2,2,2,1,2,3,2
510,62,0,2,2,1,3,2,2,1,3
511,41,0,1,1,1,1,2,2,1,2
512,45,0,5,1,1,3,1,2,1,3
513,43,0,3,2,1,2,2,2,3,4
514,51,0,1,2,5,1,2,2,4,4
515,44,0,4,2,1,2,2,2,3,4
516,51,0,1,2,4,1,2,2,1,4
518,56,0,6,1,1,3,2,2,1,4
519,32,0,2,1,4,2,1,2,2,2
520,29,9,9,2,2,0,2,2,1,3
522,31,0,1,2,1,2,2,2,5,3
523,63,0,3,2,6,0,1,2,4,2
524,33,0,3,1,1,0,1,2,1,4
525,35,0,5,1,2,2,2,2,1,4
526,31,0,1,2,2,0,2,2,1,4
527,41,0,1,2,6,0,1,2,1,4
528,30,0,0,1,6,0,1,2,1,4
529,37,0,7,2,1,2,2,2,1,4
530,29,9,9,2,2,1,2,2,1,3
531,32,0,2,2,6,0,1,2,1,3
532,36,0,6,1,6,0,1,2,1,1
533,51,0,1,1,1,1,2,2,1,4
535,30,0,0,2,1,1,1,2,1,4
536,27,0,7,2,2,0,1,2,1,3
537,52,0,2,2,2,3,1,2,3,3
539,37,0,7,3,1,1,1,2,1,4
540,37,0,7,2,2,2,1,2,1,4
541,29,9,9,2,6,0,1,2,1,3
542,37,0,7,3,6,0,1,1,1,3
543,29,9,9,2,2,0,1,2,1,1
544,60,0,0,2,1,2,1,2,1,2
545,28,0,8,3,2,0,1,2,1,4
546,38,0,8,2,2,0,1,2,1,4
547,35,0,5,1,1,2,1,2,1,3
548,41,0,1,2,1,1,2,2,2,4
549,34,0,4,1,6,0,1,2,1,2
552,43,0,3,2,3,1,1,2,1,3
553,36,0,6,1,1,1,1,2,1,2
554,40,0,0,1,2,1,1,2,1,4
557,61,0,1,2,1,3,1,2,3,4
558,38,0,8,1,1,1,1,2,1,4
559,42,0,2,2,6,0,1,2,1,4
560,26,0,6,2,6,0,1,1,1,3
565,40,0,0,2,4,1,1,2,1,3
566,54,0,4,1,2,2,1,2,7,1
569,41,0,1,1,6,0,1,2,1,4
570,32,0,2,2,2,0,1,1,1,4
571,33,0,3,2,1,0,1,2,1,4
572,45,0,5,2,1,1,1,2,1,3
573,38,0,8,2,2,0,1,2,1,3
574,54,0,4,2,3,2,2,2,1,3
575,43,0,3,2,1,1,2,2,5,3
576,56,0,6,2,1,4,1,2,1,4
577,38,0,8,2,1,2,2,2,1,4
578,42,0,2,2,1,2,1,2,1,2
579,33,0,3,2,1,0,1,2,1,3
580,25,0,5,2,2,1,1,2,1,3
582,54,0,4,1,1,2,1,2,1,3
583,44,0,4,1,1,2,1,2,1,3
584,47,0,7,2,1,2,1,2,1,4
585,56,0,6,1,1,3,1,2,1,2
586,57,0,7,1,4,0,1,2,1,2
588,33,0,3,2,1,1,2,2,2,3
589,38,0,8,2,4,0,1,2,3,3
590,30,0,0,2,1,1,2,2,2,3
591,57,0,7,1,1,1,2,2,5,2
593,41,0,1,2,2,1,1,2,1,4
594,25,0,5,1,6,0,1,2,1,4
595,27,0,7,3,6,0,1,2,1,4
596,26,0,6,2,6,0,1,2,1,4
597,30,0,0,2,2,0,1,2,1,2
598,25,0,5,2,6,0,1,2,1,3
599,38,0,8,1,1,2,1,2,1,4
600,48,0,8,2,3,1,1,2,1,3
601,39,9,9,2,6,2,1,2,1,4
602,50,0,0,2,1,1,1,1,1,4
604,39,9,9,2,3,0,1,2,1,4
605,29,9,9,2,6,0,1,2,1,3
606,28,0,8,2,6,0,1,1,7,2
608,39,9,9,1,1,2,1,2,1,3
609,63,0,3,2,5,2,2,2,4,4
615,49,9,9,2,1,2,1,2,1,3
616,37,0,7,2,1,1,1,2,1,3
617,63,0,3,2,2,0,1,2,1,3
618,49,9,9,1,2,1,1,1,1,1
619,50,0,0,2,1,3,1,2,1,3
620,26,0,6,1,6,0,1,2,1,4
622,47,0,7,2,6,0,1,2,3,4
623,35,0,5,2,6,0,1,2,1,4
624,32,0,2,1,6,0,1,2,1,4
1001,45,0,5,3,4,2,2,2,1,3
1002,38,0,8,2,2,1,1,2,1,4
1003,47,0,7,2,2,5,2,2,3,3
1004,25,0,5,1,6,0,1,1,1,3
1005,33,0,3,2,2,0,2,2,1,4
1007,34,0,4,2,6,0,2,2,1,3
1008,33,0,3,1,1,2,2,2,1,3
1009,25,0,5,2,6,0,2,2,1,3
1010,28,0,8,1,1,1,1,2,3,1
1011,35,0,5,2,6,0,1,1,3,3
1012,59,9,9,2,1,1,2,2,3,4
1014,28,0,8,2,2,0,1,2,1,3
1015,40,0,0,1,2,1,2,2,1,4
1016,44,0,4,2,1,2,2,2,1,3
1017,35,0,5,2,2,1,2,2,1,3
1018,33,0,3,2,2,0,2,2,1,3
1019,58,0,8,1,2,1,1,2,3,4
1020,55,0,5,2,1,3,2,2,1,3
1021,34,0,4,2,1,2,1,2,3,3
1022,35,0,5,1,1,1,2,2,1,4
1023,42,0,2,2,2,1,2,2,1,2
1024,31,0,1,2,2,0,2,2,1,4
1025,61,0,1,2,1,2,1,2,3,2
1029,29,9,9,2,6,0,2,2,1,4
1031,33,0,3,1,1,2,2,2,3,3
1032,49,9,9,2,1,1,2,2,1,3
1034,34,0,4,2,2,0,1,2,1,3
1035,50,0,0,2,6,0,1,1,1,3
1036,50,0,0,2,1,2,2,2,1,2
1037,55,0,5,2,3,2,1,2,4,1
1038,35,0,5,2,1,2,1,2,1,3
1039,32,0,2,2,2,1,1,2,1,3
1040,26,0,6,2,2,0,2,2,1,4
1042,28,0,8,2,6,0,2,1,1,3
1043,36,0,6,1,1,2,2,2,1,2
1044,29,9,9,2,2,1,2,2,3,4
1045,62,0,2,2,1,3,2,1,4,4
1048,63,0,3,1,4,2,1,2,3,4
1049,57,0,7,2,1,2,2,2,2,4
1051,30,0,0,2,1,0,2,2,1,4
1052,36,0,6,1,2,2,2,2,1,4
1053,46,0,6,3,1,3,2,2,1,3
1055,38,0,8,2,1,2,1,2,1,3
1057,40,0,0,2,2,0,2,2,3,3
1058,35,0,5,2,2,1,2,2,8,3
1060,58,0,8,2,1,1,2,2,5,4
1062,60,0,0,2,4,0,2,2,1,4
1063,44,0,4,2,1,2,2,2,1,3
1064,43,0,3,1,1,2,2,2,2,2
1065,35,0,5,1,1,2,2,2,1,3
1067,44,0,4,1,1,2,2,2,1,4
1068,54,0,4,1,1,3,2,2,8,3
1069,36,0,6,2,6,0,1,2,1,3
1074,36,0,6,1,1,2,2,2,1,3
1075,44,0,4,2,4,0,2,2,1,3
1076,57,0,7,1,1,4,2,2,1,4
1077,43,0,3,2,1,2,1,2,1,3
1079,42,0,2,2,2,0,2,2,1,3
1080,42,0,2,1,1,3,2,2,1,4
1081,53,0,3,2,1,1,2,2,1,4
1082,32,0,2,2,1,1,2,2,1,3
1084,52,0,2,2,1,4,2,2,1,4
1085,54,0,4,2,1,1,2,2,1,4
1086,34,0,4,2,6,0,2,1,2,4
1087,41,0,1,1,2,2,2,2,2,4
1088,55,0,5,2,3,2,2,2,1,3
1090,26,0,6,1,6,0,2,1,6,3
1092,33,0,3,2,1,2,2,2,5,3
1093,43,0,3,2,4,3,2,2,1,4
1096,35,0,5,1,2,0,2,2,1,2
1097,27,0,7,2,1,0,1,2,1,1
1098,27,0,7,2,1,0,2,2,1,3
1099,29,9,9,1,2,0,1,2,1,3
1100,35,0,5,1,1,2,1,2,3,4
1101,30,0,0,2,6,0,2,2,1,3
1102,41,0,1,2,1,1,1,2,3,2
1103,31,0,1,2,4,0,1,2,1,3
1105,38,0,8,1,1,2,2,2,1,3
1107,27,0,7,3,6,0,2,2,1,3
1108,45,0,5,2,1,1,2,2,1,2
1111,26,0,6,2,6,0,2,1,1,4
1112,28,0,8,2,1,1,2,2,5,3
1113,29,9,9,2,6,0,2,1,1,4
1114,40,0,0,1,1,2,1,2,1,3
1116,44,0,4,2,1,1,2,2,2,4
1117,46,0,6,2,1,1,1,2,1,3
1118,42,0,2,2,1,1,1,2,1,1
1120,40,0,0,1,1,1,2,2,5,4
1121,34,0,4,2,6,0,2,1,1,3
1122,62,0,2,2,1,1,2,2,4,4
1123,58,0,8,2,1,1,1,2,4,2
1126,46,0,6,1,1,1,1,2,3,2
1128,47,0,7,2,1,2,2,2,1,2
1129,63,0,3,2,4,0,2,2,1,3
1130,48,0,8,2,1,0,2,2,1,4
1132,52,0,2,2,5,2,2,2,1,3
1134,42,0,2,1,1,2,2,2,1,1
1135,42,0,2,2,4,2,2,2,3,4
1136,48,0,8,2,1,2,2,2,1,3
1137,59,9,9,2,1,2,2,2,4,3
1138,54,0,4,4,1,2,2,2,3,4
1139,41,0,1,2,1,1,2,1,1,4
1140,46,0,6,3,6,0,2,2,1,1
1141,57,0,7,2,4,2,2,2,1,4
1142,42,0,2,1,1,2,2,2,1,3
1143,59,9,9,1,1,3,2,2,3,3
1144,45,0,5,2,1,2,2,2,1,3
1145,45,0,5,2,3,2,2,2,1,4
1146,45,0,5,2,1,1,1,2,3,1
1147,41,0,1,2,1,2,2,2,1,3
1148,45,0,5,2,1,1,2,2,3,3
1150,33,0,3,2,2,1,1,2,1,1
1151,54,0,4,1,1,3,2,2,1,1
1152,56,0,6,2,1,2,1,2,1,3
1155,28,0,8,2,6,0,1,1,1,3
1156,42,0,2,1,2,0,2,2,1,4
1157,55,0,5,1,1,1,2,2,1,1
1158,52,0,2,2,4,2,2,2,1,4
1159,30,0,0,2,4,0,2,2,1,3
1160,31,0,1,2,1,0,1,2,1,3
1161,43,0,3,2,2,1,2,2,1,3
1162,36,0,6,3,1,0,2,2,1,3
1163,49,9,9,2,1,1,2,2,1,3
1164,26,0,6,1,1,1,2,2,1,2
1165,56,0,6,2,6,2,2,2,1,3
1167,52,0,2,2,2,3,2,2,1,3
1168,26,0,6,2,6,0,2,2,1,3
1169,49,9,9,1,4,1,2,2,1,3
1170,28,0,8,3,2,2,1,2,1,4
1171,28,0,8,1,6,0,2,1,1,4
1172,27,0,7,2,6,0,2,1,1,4
1174,41,0,1,2,1,0,2,2,3,2
1176,35,0,5,2,2,1,2,2,1,3
1177,27,0,7,1,2,0,2,2,1,2
1178,35,0,5,2,2,1,2,2,1,3
1179,25,0,5,2,6,0,2,2,1,4
1181,50,0,0,4,3,2,2,2,1,4
1183,29,9,9,2,2,0,2,2,1,1
1185,40,0,0,2,2,0,2,2,1,3
1187,35,0,5,2,1,0,2,2,1,4
1188,46,0,6,4,4,2,2,2,1,4
1189,47,0,7,2,1,0,1,2,1,4
1190,32,0,2,2,1,0,2,2,1,4
1191,25,0,5,1,2,0,2,2,1,3
1192,44,0,4,2,1,1,1,2,1,3
1194,61,0,1,1,1,1,2,2,1,3
1196,59,9,9,1,1,3,1,2,3,2
1200,30,0,0,1,2,0,2,2,1,3
1201,26,0,6,2,6,1,2,2,1,4
1202,30,0,0,1,6,0,2,2,1,4
1203,33,0,3,2,6,0,2,2,1,3
1204,49,9,9,1,2,2,1,2,1,2
1205,48,0,8,2,1,2,1,2,1,3
1206,36,0,6,2,2,0,1,2,1,3
1207,59,9,9,2,1,3,1,2,1,3
1208,39,9,9,2,4,2,2,2,3,4
1211,47,0,7,2,4,1,2,2,1,4
1212,29,9,9,2,1,0,1,2,1,4
1213,31,0,1,2,6,0,2,2,1,4
1214,33,0,3,1,1,1,1,2,1,1
1215,52,0,2,2,4,1,2,2,1,3
1216,35,0,5,2,1,0,2,2,1,4
1217,40,0,0,2,1,1,2,2,1,3
1219,25,0,5,2,1,0,2,2,1,3
1220,34,0,4,2,1,2,1,2,3,4
1221,44,0,4,1,6,0,2,2,1,4
1222,45,0,5,2,3,0,2,2,1,4
1223,49,9,9,3,1,1,2,2,1,4
1225,42,0,2,2,3,3,2,2,7,3
1228,33,0,3,1,6,0,1,2,1,3
1231,27,0,7,2,2,0,2,2,3,3
1233,43,0,3,2,6,0,2,1,1,3
1234,37,0,7,2,2,1,1,2,1,4
1235,25,0,5,2,6,0,2,2,1,4
1236,27,0,7,2,6,0,1,2,1,4
1237,38,0,8,2,6,0,2,1,1,3
1239,36,0,6,1,6,0,1,2,1,4
1240,25,0,5,2,2,0,2,2,1,3
1242,37,0,7,1,2,0,1,2,1,4
1244,43,0,3,2,1,1,1,2,1,4
1245,27,0,7,2,6,0,1,1,1,3
1247,46,0,6,3,6,1,2,2,1,4
1248,42,0,2,2,6,0,2,2,1,4
1249,49,9,9,2,1,4,2,2,5,3
1250,27,0,7,1,6,0,1,1,1,4
1251,45,0,5,2,1,0,2,2,1,4
1252,53,0,3,2,2,1,1,2,3,4
1253,54,0,4,2,1,2,2,2,1,4
1256,64,0,4,2,5,4,2,2,1,1
1257,31,0,1,2,2,0,2,2,1,4
1258,55,0,5,1,1,2,1,2,1,3
1260,25,0,5,1,2,0,2,1,1,3
1261,34,0,4,2,2,0,2,2,1,4
1262,57,0,7,2,1,2,2,2,2,3
1263,27,0,7,2,4,0,2,2,1,3
1264,29,9,9,2,6,0,1,1,1,2
1265,45,0,5,1,1,0,2,2,1,3
1268,31,0,1,2,6,0,1,2,3,3
1270,30,0,0,2,2,0,2,2,1,4
1271,52,0,2,1,1,2,1,2,2,3
1275,47,0,7,2,1,1,2,2,1,1
1276,31,0,1,1,2,0,2,2,1,3
1277,27,0,7,1,1,1,1,2,1,4
1278,54,0,4,2,1,2,2,2,3,1
1279,56,0,6,2,1,2,1,2,3,1
1280,34,0,4,1,2,0,2,2,1,4
1281,27,0,7,2,2,0,1,2,1,4
1282,48,0,8,2,2,0,1,2,3,3
1283,40,0,0,2,1,4,1,2,3,4
1285,35,0,5,2,1,1,1,2,1,4
1286,31,0,1,3,2,1,2,2,1,3
1287,60,0,0,2,1,1,2,2,1,4
1290,41,0,1,1,4,2,2,2,1,4
1291,32,0,2,2,6,0,2,2,1,4
1292,54,0,4,2,2,1,1,2,3,4
1294,39,9,9,2,1,1,2,2,1,4
1295,33,0,3,3,4,1,1,2,1,1
1296,45,0,5,1,3,1,2,2,1,3
1298,52,0,2,1,2,1,2,2,5,3
1299,30,0,0,1,1,1,1,2,1,3
1300,35,0,5,1,6,0,1,2,1,3
1301,28,0,8,2,6,0,1,1,1,4
1305,28,0,8,2,6,0,2,2,1,4
1306,34,0,4,2,6,0,1,1,3,2
1307,38,0,8,2,1,2,1,2,1,2
1308,49,9,9,1,2,3,1,2,3,3
1309,36,0,6,1,1,2,1,2,1,3
1310,38,0,8,2,1,2,2,2,1,4
1311,33,0,3,2,6,0,1,2,3,1
1312,35,0,5,2,2,0,1,2,1,4
1313,60,0,0,2,3,2,2,1,1,4
1314,57,0,7,3,5,2,2,2,1,4
1315,50,0,0,2,5,4,2,2,1,3
1316,38,0,8,3,4,1,1,2,1,4
1317,53,0,3,2,2,0,1,2,1,3
1318,58,0,8,1,4,2,1,2,3,3
1319,39,9,9,1,2,2,1,2,1,3
1322,54,0,4,2,1,2,2,2,1,3
1324,56,0,6,1,1,2,1,2,1,3
1325,53,0,3,2,1,2,2,2,1,2
1326,57,0,7,1,1,2,1,2,3,3
1327,38,0,8,1,1,1,1,2,1,2
1329,41,0,1,2,1,2,1,2,3,3
1330,59,9,9,2,4,2,2,2,3,2
1331,37,0,7,2,2,0,2,2,1,3
1332,46,0,6,2,4,2,1,2,1,3
1333,56,0,6,3,1,1,1,2,1,3
1334,30,0,0,2,1,0,2,2,1,4
1335,37,0,7,1,1,2,2,2,3,4
1336,32,0,2,3,6,1,2,2,1,4
1337,37,0,7,2,4,1,2,2,1,4
1338,35,0,5,2,4,1,2,2,1,3
1339,39,9,9,2,1,2,2,2,1,4
1340,31,0,1,2,2,0,1,2,1,2
1341,33,0,3,2,1,1,2,2,1,4
1342,29,9,9,2,6,0,1,1,1,4
1346,27,0,7,3,6,0,1,2,1,2
1347,31,0,1,2,4,0,2,2,2,4
1350,57,0,7,1,1,2,1,2,3,3
1351,47,0,7,1,3,1,1,2,1,2
1352,38,0,8,2,1,0,1,2,1,1
1353,37,0,7,1,1,2,1,2,3,3
1354,45,0,5,2,1,2,1,2,1,3
1355,35,0,5,1,1,2,1,2,1,3
1356,31,0,1,2,2,0,1,2,1,3
1357,28,0,8,2,1,0,1,2,3,3
1358,60,0,0,3,3,1,1,2,1,4
1359,45,0,5,3,2,4,1,2,1,4
1360,40,0,0,2,6,0,1,2,1,3
1361,47,0,7,2,3,0,1,2,3,3
1362,36,0,6,2,1,2,1,2,1,3
1363,49,9,9,2,4,2,1,2,1,3
1364,36,0,6,2,4,0,1,2,1,1
1365,33,0,3,2,4,1,1,2,1,3
1366,31,0,1,2,6,0,1,2,1,3
1367,28,0,8,1,2,0,1,2,1,2
1368,46,0,6,2,1,3,1,2,1,2
1369,32,0,2,2,1,0,1,2,1,4
1370,31,0,1,2,6,0,1,1,1,4
1371,31,0,1,2,6,0,2,2,1,3
1372,40,0,0,2,6,0,1,2,1,3
1373,41,0,1,2,1,1,1,2,1,4
1374,26,0,6,1,6,0,1,2,1,4
1375,26,0,6,1,6,0,2,2,1,4
1376,29,9,9,1,1,0,2,2,1,2
1377,32,0,2,2,1,2,1,2,1,3
1378,63,0,3,2,6,0,2,2,4,4
1380,50,0,0,2,1,3,2,2,2,3
1381,61,0,1,2,1,2,2,2,1,2
1382,41,0,1,2,1,1,1,2,1,3
1383,25,0,5,3,6,0,1,1,1,4
1384,26,0,6,2,6,0,1,1,7,3
1385,48,0,8,2,1,2,1,2,1,3
1386,54,0,4,1,1,2,1,2,1,4
1387,42,0,2,2,1,3,2,2,2,3
1388,36,0,6,2,4,1,1,2,1,4
1389,26,0,6,2,6,0,1,2,1,3
1391,45,0,5,2,3,0,1,2,1,3
1392,45,0,5,1,4,1,1,2,1,3
1394,34,0,4,1,4,0,1,2,1,3
1395,63,0,3,2,4,6,1,2,1,3
1397,28,0,8,2,2,0,1,2,1,3
1398,28,0,8,1,6,0,1,2,1,2
1399,34,0,4,2,2,0,1,2,1,4
1400,37,0,7,2,1,1,1,2,1,2
1401,32,0,2,2,6,0,1,2,1,3
1402,45,0,5,2,2,4,1,2,8,3
1403,48,0,8,2,2,2,1,2,1,2
1405,44,0,4,1,6,0,1,2,2,2
1407,35,0,5,1,6,0,1,2,1,3
1409,47,0,7,3,4,2,1,2,1,4
1410,27,0,7,1,6,0,1,2,1,2
1411,43,0,3,2,6,0,1,2,1,3
1412,51,0,1,2,6,0,1,2,7,3
1413,29,9,9,2,4,2,1,2,1,3
1415,42,0,2,2,1,1,1,2,1,2
1416,29,9,9,2,6,0,1,2,1,4
1417,33,0,3,2,2,1,1,2,1,4
1418,54,0,4,1,1,3,1,2,1,4
1422,60,0,0,2,1,3,1,1,1,4
1423,52,0,2,2,1,1,1,2,1,4
1424,27,0,7,2,6,0,1,2,1,4
1425,38,0,8,1,4,1,1,2,3,4
1427,64,0,4,2,1,2,1,2,1,3
1428,41,0,1,2,1,2,1,1,1,3
1429,64,0,4,2,1,3,1,2,1,4
1430,27,0,7,2,6,0,1,2,1,2
1431,28,0,8,1,2,0,1,2,1,1
1432,34,0,4,2,6,0,1,2,1,1
1434,31,0,1,2,1,2,1,2,1,3
1435,39,9,9,2,4,1,1,2,1,1
1436,36,0,6,1,1,3,1,2,1,2
1437,62,0,2,2,1,2,1,2,1,2
1438,41,0,1,2,2,2,1,2,1,4
1440,45,0,5,1,6,1,1,2,3,3
1443,37,0,7,2,1,1,1,2,1,2
1446,25,0,5,2,6,0,1,2,1,4
1447,31,0,1,1,2,0,1,2,1,3
1448,46,0,6,2,1,2,1,2,1,3
1449,29,9,9,2,2,0,1,2,1,4
1450,53,0,3,2,2,2,1,2,1,3
1451,41,0,1,2,1,0,1,2,1,2
1452,48,0,8,1,1,2,1,2,1,1
1453,29,9,9,2,1,2,1,2,1,4
1454,27,0,7,2,2,0,1,2,1,4
1455,25,0,5,2,6,0,1,1,1,4
1456,40,0,0,1,1,2,1,2,1,2
1457,40,0,0,2,1,1,1,2,1,3
1458,47,0,7,2,2,0,1,2,1,3
1459,31,0,1,2,6,0,1,2,1,3
1460,47,0,7,2,1,1,1,2,3,3
1461,25,0,5,2,6,0,1,2,1,4
1462,48,0,8,2,1,1,1,2,1,3
1463,48,0,8,2,1,2,1,2,3,4
1464,42,0,2,2,1,2,1,2,1,2
1465,26,0,6,1,1,0,1,2,1,4
1466,55,0,5,1,3,2,1,2,1,4
1467,33,0,3,2,2,0,1,2,1,4
1468,30,0,0,2,6,0,1,2,1,4
1469,62,0,2,3,3,2,2,2,8,4
1471,56,0,6,3,6,1,2,2,1,1
1500,38,0,8,2,1,2,1,2,3,4
4,33,0,3,1,1,1,1,2,3,4
5,63,0,3,2,3,5,2,2,3,3
6,31,0,1,2,1,3,2,2,5,3
7,38,0,8,2,6,0,2,1,3,4
8,35,0,5,2,1,2,1,2,3,3
10,35,0,5,2,1,3,2,2,5,4
11,26,0,6,2,6,0,1,2,1,4
14,32,0,2,1,1,2,1,2,1,3
15,30,0,0,2,2,2,2,1,5,4
16,49,9,9,2,1,5,2,2,5,3
19,30,0,0,1,6,0,2,1,1,3
21,28,0,8,2,1,2,2,2,5,4
22,29,9,9,1,6,0,1,1,3,4
24,36,0,6,2,1,2,1,2,1,3
25,39,9,9,2,1,4,2,2,1,4
26,28,0,8,3,1,2,2,1,1,3
29,34,0,4,2,1,3,2,2,1,4
30,26,0,6,2,6,0,1,1,1,3
32,35,0,5,2,1,2,1,2,1,4
33,35,0,5,2,6,0,1,1,1,4
35,59,9,9,2,1,5,1,2,4,4
36,45,0,5,2,1,4,1,2,1,4
37,47,0,7,2,1,4,1,2,3,3
39,51,0,1,2,1,3,1,1,3,3
42,33,0,3,2,1,1,2,1,5,3
43,48,0,8,2,1,4,1,2,3,3
48,52,0,2,2,1,2,1,2,3,3
49,31,0,1,2,6,0,2,2,3,3
50,52,0,2,2,1,3,2,1,1,2
51,29,9,9,2,6,0,2,1,1,2
52,40,0,0,1,1,1,2,2,1,2
54,45,0,5,2,1,2,2,2,1,3
56,29,9,9,1,1,3,1,2,1,3
58,28,0,8,1,6,0,1,1,1,2
59,43,0,3,1,1,4,1,2,1,3
60,41,0,1,2,1,4,2,2,5,3
61,35,0,5,2,1,2,2,2,3,4
65,59,9,9,1,1,7,2,2,3,4
66,26,0,6,1,1,1,2,2,3,3
67,50,0,0,1,1,1,1,2,1,3
68,52,0,2,2,6,0,2,1,7,3
69,32,0,2,1,6,0,1,1,3,2
70,29,9,9,1,6,0,1,1,3,3
71,35,0,5,2,6,0,1,1,7,3
72,41,0,1,1,1,2,1,2,3,2
73,47,0,7,2,1,4,2,2,3,4
75,30,0,0,1,1,3,2,2,5,3
76,34,0,4,2,1,1,2,2,1,3
78,35,0,5,2,1,2,2,2,7,3
79,35,0,5,1,1,3,2,2,7,3
82,27,0,7,2,6,0,2,1,1,3
83,57,0,7,2,1,4,1,2,3,4
84,45,0,5,2,1,7,1,2,3,4
88,27,0,7,1,1,1,1,1,1,4
89,37,0,7,2,1,5,2,2,1,4
90,39,9,9,1,1,1,1,2,1,4
91,34,0,4,1,1,1,1,2,1,4
92,31,0,1,2,1,2,1,2,3,3
93,34,0,4,2,1,2,2,2,3,3
94,32,0,2,1,1,1,2,2,1,4
95,41,0,1,2,1,2,1,2,1,3
96,26,0,6,2,6,0,2,2,6,3
97,34,0,4,1,1,1,2,2,1,4
99,50,0,0,2,6,0,2,2,5,3
101,31,0,1,3,1,2,1,2,1,3
102,32,0,2,2,1,2,1,2,1,3
103,26,0,6,2,6,0,1,2,6,3
104,50,0,0,1,1,3,2,2,5,2
105,43,0,3,1,1,5,1,1,1,2
107,45,0,5,1,1,5,2,2,3,2
108,31,0,1,2,1,5,1,2,2,2
111,25,0,5,1,6,0,1,1,1,3
114,43,0,3,1,1,3,2,2,5,2
115,34,0,4,1,1,6,1,2,3,2
116,58,0,8,2,1,6,1,2,4,2
117,29,9,9,2,1,2,2,2,3,2
119,30,0,0,1,1,2,2,2,5,2
120,52,0,2,1,1,4,1,2,1,2
121,59,9,9,1,5,7,2,2,5,2
124,46,0,6,1,1,7,1,1,3,2
126,42,0,2,2,1,6,1,2,3,2
127,28,0,8,2,6,0,1,1,1,2
128,33,0,3,2,1,6,1,2,1,2
129,54,0,4,2,1,5,1,2,3,2
133,26,0,6,3,1,2,2,1,5,2
134,31,0,1,1,6,0,2,1,1,3
136,38,0,8,2,1,3,2,2,5,2
137,48,0,8,1,1,6,1,2,3,3
138,27,0,7,2,6,0,1,1,3,2
140,37,0,7,2,1,3,1,2,3,2
141,42,0,2,3,1,4,2,2,5,3
143,48,0,8,2,2,5,2,2,5,3
144,30,0,0,1,2,1,2,2,1,2
149,27,0,7,1,1,3,1,1,2,4
150,34,0,4,1,1,4,1,2,1,2
151,32,0,2,1,1,3,1,2,1,2
152,53,0,3,1,1,6,1,2,1,2
153,36,0,6,2,6,0,1,1,7,3
154,40,0,0,3,1,5,1,2,3,2
155,32,0,2,2,1,3,2,2,5,3
156,44,0,4,2,1,7,2,2,5,2
157,34,0,4,1,1,4,2,2,5,2
160,28,0,8,1,1,1,2,1,1,2
161,47,0,7,3,1,4,2,2,5,1
165,51,0,1,1,1,5,2,2,3,2
166,46,0,6,1,2,4,2,2,5,2
169,44,0,4,2,1,5,1,2,7,2
170,48,0,8,2,1,6,1,2,7,2
171,40,0,0,2,1,6,2,2,1,3
173,54,0,4,2,1,4,1,2,1,2
174,37,0,7,1,1,3,1,2,3,2
175,28,0,8,2,1,3,2,1,5,2
176,55,0,5,1,1,5,2,2,5,3
178,42,0,2,1,2,8,2,2,5,2
179,34,0,4,1,2,6,2,2,5,2
